54.683	25.317
54.900	23.900
55.717	21.117
54.950	25.067
55.733	24.350
54.400	24.050
54.517	25.317
55.400	24.700
55.083	24.283
55.500	25.600
55.283	23.967
55.983	22.250
55.600	26.417
55.250	22.283
55.250	24.750
55.917	21.850
55.883	21.250
55.350	21.483
55.483	24.150
55.917	21.050
55.717	21.400
54.017	23.967
54.411	24.018
55.967	25.583
56.200	24.750
54.767	24.633
54.817	23.867
56.000	22.933
55.067	22.767
54.650	23.033
55.367	23.117
55.533	25.100
54.650	25.050
54.683	25.083
56.317	22.900
54.633	23.950
54.395	23.997
55.067	25.650
55.633	22.933
54.217	24.567
54.867	24.450
56.067	24.400
55.833	24.967
55.733	26.250
56.267	21.533
55.233	25.417
54.450	23.294
55.050	24.950
54.300	25.383
54.893	23.917
54.550	22.800
55.000	25.783
55.167	26.000
55.467	22.200
55.350	26.167
54.850	25.483
54.650	22.750
55.150	26.167
55.967	23.867
54.633	24.933
54.767	24.800
54.400	23.233
54.233	23.517
55.367	21.067
55.733	21.933
54.800	24.450
54.167	25.000
55.267	23.467
54.617	24.033
55.767	23.767
56.200	22.700
55.600	23.200
55.517	23.267
54.517	24.833
55.050	23.583
56.233	22.517
55.150	21.900
55.317	23.133
54.844	24.172
55.239	22.250
54.883	23.617
54.463	22.520
55.083	22.983
55.417	22.617
55.400	22.583
56.067	21.567
56.083	23.983
54.400	23.650
55.517	24.300
55.550	21.317
54.947	24.031
54.100	23.700
54.600	25.175
54.367	24.333
56.033	24.167
55.908	21.283
54.600	24.167
55.933	25.800
54.925	23.808
55.781	24.361
54.633	22.817
55.750	22.367
56.167	22.100
55.967	24.750
54.450	25.133
55.733	24.783
55.739	25.828
54.992	23.950
55.700	24.383
54.544	23.417
55.533	26.333
56.017	25.217
56.331	22.314
55.922	23.422
55.783	22.650
54.606	23.400
54.858	23.872
54.036	24.031
55.750	25.850
55.047	24.942
54.844	23.883
54.742	23.664
55.772	23.731
55.144	23.789
56.219	24.722
55.653	23.769
55.300	21.669
54.808	25.239
55.981	25.711
54.397	25.356
55.433	24.917
54.431	23.403
55.794	21.372
55.669	24.369
54.561	23.406
55.714	24.400
55.531	23.964
55.806	25.036
54.381	25.383
56.078	24.364
55.167	21.814
56.111	24.489
54.503	23.372
54.861	23.069
54.383	24.133
55.986	23.881
55.117	23.817
54.725	23.200
55.872	23.492
55.083	22.583
54.639	22.975
56.131	24.478
54.919	23.817
55.533	25.281
54.836	24.589
55.378	22.969
55.047	23.589
55.731	21.431
56.008	21.353
54.525	25.264
54.225	23.497
56.333	22.881
55.761	24.900
56.014	22.908
56.247	22.869
55.936	23.244
54.636	22.822
55.792	24.444
54.733	23.011
55.714	21.367
54.681	25.531
54.553	23.286
55.656	22.919
55.767	24.083
55.350	23.547
55.086	22.581
54.550	25.286
54.758	24.842
55.942	23.717
54.628	23.047
54.881	23.261
56.250	21.942
55.725	23.714
54.908	25.586
54.975	25.850
55.769	23.844
54.661	22.847
55.153	21.986
56.344	23.308
56.339	21.858
54.369	23.883
54.872	25.792
56.114	24.350
56.175	23.044
54.500	23.458
54.975	24.075
55.658	23.786
54.753	24.758
55.556	24.622
54.547	23.072
55.653	22.967
56.200	22.669
55.728	21.400
54.853	23.889
55.219	24.039
54.878	25.242
55.392	23.042
56.192	24.836
54.461	23.692
54.631	23.089
55.719	21.947
54.306	24.964
54.667	23.186
56.158	24.442
56.122	21.764
56.092	23.664
55.403	22.897
54.675	23.947
54.897	25.481
55.578	24.900
56.342	22.328
56.061	24.156
55.967	24.425
55.492	24.486
56.247	22.519
55.714	24.256
54.814	23.892
54.356	24.639
55.703	21.933
54.903	22.844
54.350	24.844
55.656	23.256
54.717	23.100
56.336	23.664
56.272	22.789
55.069	22.550
54.828	24.183
54.111	24.025
56.178	21.669
55.589	24.856
54.769	24.439
55.845	24.973
55.261	23.214
55.642	24.592
54.492	23.203
56.000	22.881
55.783	23.272
55.453	25.611
56.053	24.336
56.019	25.472
56.003	23.858
54.989	24.878
54.900	24.594
54.447	24.119
56.222	23.578
54.708	23.025
55.150	26.031
54.567	23.856
55.300	24.789
54.172	24.922
55.292	23.350
54.544	23.647
55.950	25.786
55.786	23.942
55.456	22.722
55.508	25.237
54.358	24.125
56.022	24.356
55.889	21.719
55.414	22.517
56.075	24.417
54.839	24.036
56.122	23.583
55.553	21.333
54.764	25.044
54.686	23.014
55.556	25.744
56.242	22.497
55.331	23.422
54.675	23.278
55.972	24.111
55.981	21.350
54.825	25.283
54.433	23.267
54.964	23.981
56.031	24.169
55.269	22.600
54.361	23.986
54.433	23.756
56.181	22.689
55.311	21.597
55.375	25.028
54.942	23.711
54.486	25.247
56.206	24.150
55.797	24.772
55.842	22.511
55.561	23.386
54.994	25.339
56.189	22.722
56.158	22.111
55.106	24.247
54.594	24.156
55.972	24.781
55.264	23.967
55.228	21.694
55.033	26.161
54.150	25.075
55.392	24.889
55.175	22.694
54.886	24.092
54.700	24.219
54.328	24.328
54.561	25.264
55.950	21.950
55.508	22.117
56.128	25.528
56.017	25.203
54.653	23.086
54.764	22.886
55.181	22.972
54.647	25.594
55.844	25.142
55.283	23.400
54.203	23.647
55.833	24.258
55.683	22.814
55.022	24.892
55.844	24.958
55.911	21.308
54.217	24.011
55.064	22.800
54.508	25.425
54.831	23.253
55.989	22.581
55.858	22.417
55.108	25.211
54.439	25.425
55.678	23.514
55.547	25.511
55.342	26.133
54.378	23.322
55.594	22.878
55.153	26.269
54.853	23.908
55.836	21.714
55.042	23.667
54.539	24.328
55.531	25.700
55.078	24.028
54.969	24.578
55.736	24.233
55.672	25.000
55.044	22.649
55.331	22.517
55.317	22.869
54.619	23.497
54.406	23.325
55.892	22.342
56.047	24.019
56.031	24.658
54.989	24.178
54.678	23.047
54.614	23.447
54.589	24.194
54.442	25.331
56.025	24.808
55.581	23.056
54.531	23.375
54.228	23.578
56.122	23.814
55.989	25.111
55.539	25.011
55.236	25.383
54.656	25.428
55.689	25.417
54.914	24.117
54.156	23.533
56.233	21.822
56.122	23.719
55.632	21.305
54.750	22.914
54.294	23.256
56.247	22.772
56.153	22.064
56.083	23.869
55.400	23.119
54.669	23.042
56.294	24.747
55.197	21.989
55.131	24.197
56.242	23.467
56.208	23.917
55.628	25.958
55.319	22.397
55.175	23.239
54.406	23.269
54.278	25.342
55.978	25.228
55.064	25.181
55.750	22.008
55.144	26.158
56.344	22.650
56.289	23.369
54.306	24.017
54.106	24.111
56.094	25.625
56.003	22.589
55.758	22.892
55.400	24.947
55.103	23.103
54.956	23.906
55.742	21.453
55.169	26.358
54.411	24.811
56.161	24.125
56.033	23.986
55.400	24.767
55.856	22.739
55.261	25.436
54.944	23.050
54.653	23.014
54.203	23.556
56.039	22.972
55.011	22.867
56.208	23.786
55.582	24.891
55.206	23.536
55.172	23.583
55.878	23.775
55.239	22.908
55.847	23.442
54.653	24.883
54.081	23.803
56.219	23.708
56.019	24.722
55.350	25.122
55.619	21.319
55.331	23.322
54.806	22.908
54.739	25.175
55.761	25.461
54.737	24.825
54.497	23.339
55.928	23.797
55.703	24.436
54.742	22.831
55.939	25.056
55.833	22.628
55.725	21.311
54.836	22.925
54.439	25.292
